data;estado;casos;mortes
2020-03-24;DF;   161;    0
2020-03-25;DF;   195;    0
2020-03-26;DF;   201;    0
2020-03-27;DF;   241;    0
2020-03-28;DF;   260;    0
2020-03-29;DF;   298;    1
2020-03-30;DF;   312;    2
2020-03-31;DF;   333;    3
2020-04-01;DF;   370;    4
2020-04-02;DF;   400;    5
2020-04-03;DF;   419;    6
2020-04-04;DF;   456;    7
2020-04-05;DF;   468;    7
2020-04-06;DF;   485;   10
2020-04-07;DF;   503;   12
2020-04-08;DF;   509;   12
2020-04-09;DF;   527;   13
2020-04-10;DF;   556;   14
2020-04-11;DF;   592;   14
2020-04-12;DF;   618;   14
2020-04-13;DF;   641;   15
2020-04-14;DF;   651;   17
2020-04-15;DF;   688;   17
2020-04-16;DF;   727;   20
2020-04-17;DF;   756;   24
2020-04-18;DF;   796;   24
2020-04-19;DF;   860;   24
2020-04-20;DF;   875;   24
2020-04-21;DF;   913;   24
2020-04-22;DF;   959;   25
2020-04-23;DF;   968;   26
2020-04-24;DF;  1012;   26
2020-04-25;DF;  1020;   27
2020-04-26;DF;  1125;   27
2020-04-27;DF;  1189;   28
2020-04-28;DF;  1230;   28
2020-04-29;DF;  1313;   28
2020-04-30;DF;  1423;   30
2020-05-01;DF;  1546;   31
2020-05-02;DF;  1605;   32
2020-05-03;DF;  1720;   33
2020-05-04;DF;  1793;   33
2020-05-05;DF;  1837;   34
2020-05-06;DF;  2046;   35
2020-05-07;DF;  2258;   35
2020-05-08;DF;  2442;   37
2020-05-09;DF;  2576;   39
2020-05-10;DF;  2682;   42
2020-05-11;DF;  2799;   44
2020-05-12;DF;  2979;   46
2020-05-13;DF;  3192;   48
2020-05-14;DF;  3416;   51
2020-05-15;DF;  3787;   55
2020-05-16;DF;  4140;   56
2020-05-17;DF;  4368;   58
2020-05-18;DF;  4618;   66
2020-05-19;DF;  4853;   72
2020-05-20;DF;  5271;   78
2020-05-21;DF;  5542;   84
2020-05-22;DF;  5948;   90
2020-05-23;DF;  6248;   95
2020-05-24;DF;  6638;  104
2020-05-25;DF;  6930;  114
2020-05-26;DF;  7210;  124
2020-05-27;DF;  7761;  133
2020-05-28;DF;  8300;  142
2020-05-29;DF;  8722;  154
2020-05-30;DF;  9474;  162
2020-05-31;DF;  9780;  170
2020-06-01;DF; 10510;  173
2020-06-02;DF; 11256;  177
2020-06-03;DF; 12020;  191
2020-06-04;DF; 12923;  196
2020-06-05;DF; 14208;  202
2020-06-06;DF; 15850;  208
2020-06-07;DF; 16623;  214
2020-06-08;DF; 16948;  226
2020-06-09;DF; 18090;  236
2020-06-10;DF; 19433;  256
2020-06-11;DF; 20507;  274
2020-06-12;DF; 21396;  282
2020-06-13;DF; 21959;  293
2020-06-14;DF; 22871;  304
2020-06-15;DF; 23684;  319
2020-06-16;DF; 25380;  348
2020-06-17;DF; 27140;  365
2020-06-18;DF; 28521;  379
2020-06-19;DF; 30902;  396
2020-06-20;DF; 32238;  405
2020-06-21;DF; 33227;  423
2020-06-22;DF; 34148;  449
2020-06-23;DF; 35368;  475
2020-06-24;DF; 37254;  495
2020-06-25;DF; 38871;  509
2020-06-26;DF; 41326;  532
2020-06-27;DF; 42766;  537
2020-06-28;DF; 44905;  548
2020-06-29;DF; 47071;  559
2020-06-30;DF; 49218;  587
2020-07-01;DF; 50676;  620
2020-07-02;DF; 52281;  631
2020-07-03;DF; 53996;  643
2020-07-04;DF; 55760;  671
2020-07-05;DF; 57854;  699
2020-07-06;DF; 60383;  726
2020-07-07;DF; 62694;  767
2020-07-08;DF; 64314;  801
2020-07-09;DF; 65677;  823
2020-07-10;DF; 67297;  856
2020-07-11;DF; 68406;  871
2020-07-12;DF; 70712;  902
2020-07-13;DF; 72284;  930
2020-07-14;DF; 73654;  960
2020-07-15;DF; 75379; 1001
2020-07-16;DF; 77621; 1037
2020-07-17;DF; 79400; 1060
2020-07-18;DF; 81163; 1075
2020-07-19;DF; 82412; 1085
2020-07-20;DF; 84287; 1112
2020-07-21;DF; 86076; 1158
2020-07-22;DF; 87801; 1176
2020-07-23;DF; 90023; 1218
2020-07-24;DF; 92414; 1244
2020-07-25;DF; 94187; 1275
2020-07-26;DF; 96332; 1308
2020-07-27;DF; 98480; 1339
2020-03-05;ES;     1;    0
2020-03-06;ES;     1;    0
2020-03-07;ES;     1;    0
2020-03-08;ES;     1;    0
2020-03-09;ES;     1;    0
2020-03-10;ES;     1;    0
2020-03-11;ES;     1;    0
2020-03-12;ES;     2;    0
2020-03-13;ES;     2;    0
2020-03-14;ES;     4;    0
2020-03-15;ES;     4;    0
2020-03-16;ES;     8;    0
2020-03-17;ES;     8;    0
2020-03-18;ES;    11;    0
2020-03-19;ES;    13;    0
2020-03-20;ES;    16;    0
2020-03-21;ES;    26;    0
2020-03-22;ES;    26;    0
2020-03-23;ES;    33;    0
2020-03-24;ES;    40;    0
2020-03-25;ES;    40;    0
2020-03-26;ES;    48;    0
2020-03-27;ES;    54;    0
2020-03-28;ES;    61;    0
2020-03-29;ES;    72;    0
2020-03-30;ES;    85;    0
2020-03-31;ES;    97;    0
2020-04-01;ES;   120;    0
2020-04-02;ES;   139;    2
2020-04-03;ES;   153;    5
2020-04-04;ES;   166;    6
2020-04-05;ES;   194;    6
2020-04-06;ES;   209;    6
2020-04-07;ES;   227;    6
2020-04-08;ES;   273;    6
2020-04-09;ES;   300;    7
2020-04-10;ES;   349;    8
2020-04-11;ES;   383;    9
2020-04-12;ES;   430;   14
2020-04-13;ES;   463;   17
2020-04-14;ES;   557;   18
2020-04-15;ES;   734;   21
2020-04-16;ES;   935;   28
2020-04-17;ES;   952;   28
2020-04-18;ES;  1099;   30
2020-04-19;ES;  1195;   34
2020-04-20;ES;  1212;   34
2020-04-21;ES;  1313;   34
2020-04-22;ES;  1351;   37
2020-04-23;ES;  1453;   43
2020-04-24;ES;  1665;   47
2020-04-25;ES;  1711;   52
2020-04-26;ES;  1819;   57
2020-04-27;ES;  1944;   63
2020-04-28;ES;  2164;   77
2020-04-29;ES;  2538;   84
2020-04-30;ES;  2688;   93
2020-05-01;ES;  2913;  101
2020-05-02;ES;  3104;  104
2020-05-03;ES;  3208;  115
2020-05-04;ES;  3351;  123
2020-05-05;ES;  3540;  133
2020-05-06;ES;  3714;  146
2020-05-07;ES;  3988;  157
2020-05-08;ES;  4242;  165
2020-05-09;ES;  4412;  172
2020-05-10;ES;  4599;  181
2020-05-11;ES;  4819;  196
2020-05-12;ES;  5087;  212
2020-05-13;ES;  5401;  233
2020-05-14;ES;  5813;  249
2020-05-15;ES;  6198;  260
2020-05-16;ES;  6595;  271
2020-05-17;ES;  6744;  285
2020-05-18;ES;  7157;  302
2020-05-19;ES;  7693;  325
2020-05-20;ES;  8495;  346
2020-05-21;ES;  8878;  363
2020-05-22;ES;  9520;  397
2020-05-23;ES;  9918;  417
2020-05-24;ES; 10007;  447
2020-05-25;ES; 10365;  465
2020-05-26;ES; 10889;  487
2020-05-27;ES; 11484;  511
2020-05-28;ES; 12203;  538
2020-05-29;ES; 12903;  560
2020-05-30;ES; 13437;  583
2020-05-31;ES; 13690;  604
2020-06-01;ES; 14285;  628
2020-06-02;ES; 15151;  664
2020-06-03;ES; 16121;  698
2020-06-04;ES; 16894;  737
2020-06-05;ES; 18109;  780
2020-06-06;ES; 18950;  806
2020-06-07;ES; 19619;  832
2020-06-08;ES; 20659;  871
2020-06-09;ES; 21964;  904
2020-06-10;ES; 23391;  937
2020-06-11;ES; 24428;  966
2020-06-12;ES; 25502;  999
2020-06-13;ES; 26011; 1028
2020-06-14;ES; 26469; 1055
2020-06-15;ES; 27652; 1087
2020-06-16;ES; 29030; 1132
2020-06-17;ES; 30507; 1179
2020-06-18;ES; 31772; 1223
2020-06-19;ES; 33232; 1267
2020-06-20;ES; 34238; 1297
2020-06-21;ES; 34866; 1328
2020-06-22;ES; 36147; 1387
2020-06-23;ES; 36827; 1425
2020-06-24;ES; 38483; 1463
2020-06-25;ES; 40406; 1490
2020-06-26;ES; 41652; 1507
2020-06-28;ES; 43683; 1566
2020-06-29;ES; 45097; 1620
2020-06-30;ES; 46893; 1647
2020-07-01;ES; 48821; 1692
2020-07-02;ES; 50242; 1727
2020-07-03;ES; 51689; 1758
2020-07-04;ES; 52824; 1781
2020-07-05;ES; 53393; 1803
2020-07-06;ES; 54547; 1836
2020-07-07;ES; 56703; 1879
2020-07-08;ES; 58841; 1912
2020-07-09;ES; 60009; 1929
2020-07-10;ES; 61361; 1967
2020-07-11;ES; 62393; 1995
2020-07-12;ES; 62873; 2010
2020-07-13;ES; 63881; 2040
2020-07-14;ES; 65213; 2082
2020-07-15;ES; 66352; 2096
2020-07-16;ES; 68118; 2136
2020-07-17;ES; 69463; 2174
2020-07-18;ES; 70131; 2202
2020-07-19;ES; 70609; 2222
2020-07-20;ES; 71703; 2256
2020-07-21;ES; 72605; 2280
2020-07-22;ES; 73755; 2308
2020-07-23;ES; 74610; 2341
2020-07-24;ES; 75854; 2373
2020-07-25;ES; 76598; 2386
2020-07-26;ES; 77201; 2411
2020-07-27;ES; 78180; 2437
2020-03-12;GO;     3;    0
2020-03-13;GO;     3;    0
2020-03-14;GO;     4;    0
2020-03-15;GO;     4;    0
2020-03-16;GO;     9;    0
2020-03-17;GO;    10;    0
2020-03-18;GO;    12;    0
2020-03-19;GO;    15;    0
2020-03-20;GO;    18;    0
2020-03-21;GO;    19;    0
2020-03-22;GO;    21;    0
2020-03-23;GO;    23;    0
2020-03-24;GO;    29;    0
2020-03-25;GO;    35;    0
2020-03-26;GO;    38;    1
2020-03-27;GO;    49;    1
2020-03-28;GO;    56;    1
2020-03-29;GO;    56;    1
2020-03-30;GO;    60;    1
2020-03-31;GO;    65;    1
2020-04-01;GO;    73;    1
2020-04-02;GO;    73;    1
2020-04-03;GO;    88;    2
2020-04-04;GO;   103;    2
2020-04-05;GO;   115;    3
2020-04-06;GO;   119;    5
2020-04-07;GO;   133;    5
2020-04-08;GO;   159;    7
2020-04-09;GO;   179;    7
2020-04-10;GO;   191;    8
2020-04-11;GO;   209;   10
2020-04-12;GO;   229;   14
2020-04-13;GO;   233;   15
2020-04-14;GO;   284;   15
2020-04-15;GO;   304;   15
2020-04-16;GO;   318;   16
2020-04-17;GO;   335;   16
2020-04-18;GO;   378;   18
2020-04-19;GO;   393;   18
2020-04-20;GO;   403;   19
2020-04-21;GO;   421;   19
2020-04-22;GO;   438;   21
2020-04-23;GO;   453;   23
2020-04-24;GO;   486;   24
2020-04-25;GO;   506;   25
2020-04-26;GO;   573;   25
2020-04-27;GO;   616;   26
2020-04-28;GO;   661;   27
2020-04-29;GO;   705;   27
2020-04-30;GO;   781;   29
2020-05-01;GO;   808;   29
2020-05-02;GO;   825;   30
2020-05-03;GO;   850;   30
2020-05-04;GO;   861;   30
2020-05-05;GO;   922;   38
2020-05-06;GO;  1024;   45
2020-05-07;GO;  1027;   44
2020-05-08;GO;  1053;   49
2020-05-09;GO;  1069;   47
2020-05-10;GO;  1093;   47
2020-05-11;GO;  1100;   49
2020-05-12;GO;  1115;   52
2020-05-13;GO;  1225;   61
2020-05-14;GO;  1460;   67
2020-05-15;GO;  1605;   67
2020-05-16;GO;  1652;   69
2020-05-17;GO;  1692;   70
2020-05-18;GO;  1781;   73
2020-05-19;GO;  1880;   73
2020-05-20;GO;  2049;   78
2020-05-21;GO;  2155;   85
2020-05-22;GO;  2344;   95
2020-05-23;GO;  2435;   95
2020-05-24;GO;  2488;   95
2020-05-25;GO;  2515;   96
2020-05-26;GO;  2706;  104
2020-05-27;GO;  2906;  108
2020-05-28;GO;  3101;  115
2020-05-29;GO;  3521;  119
2020-05-30;GO;  3609;  124
2020-05-31;GO;  3726;  124
2020-06-01;GO;  4017;  127
2020-06-02;GO;  4486;  155
2020-06-03;GO;  4701;  159
2020-06-04;GO;  5102;  164
2020-06-05;GO;  5605;  167
2020-06-06;GO;  5770;  172
2020-06-07;GO;  5857;  173
2020-06-08;GO;  6302;  173
2020-06-09;GO;  6936;  184
2020-06-10;GO;  7380;  189
2020-06-11;GO;  7774;  194
2020-06-12;GO;  7926;  206
2020-06-13;GO;  7941;  211
2020-06-14;GO;  7960;  216
2020-06-15;GO; 10441;  238
2020-06-16;GO; 11836;  249
2020-06-17;GO; 12776;  255
2020-06-18;GO; 13665;  275
2020-06-19;GO; 14540;  289
2020-06-20;GO; 15450;  295
2020-06-21;GO; 15904;  306
2020-06-22;GO; 17085;  324
2020-06-23;GO; 18014;  355
2020-06-24;GO; 19280;  375
2020-06-25;GO; 20377;  384
2020-06-26;GO; 21441;  425
2020-06-27;GO; 21865;  434
2020-06-28;GO; 22165;  436
2020-06-29;GO; 23379;  467
2020-06-30;GO; 24910;  491
2020-07-01;GO; 26145;  521
2020-07-02;GO; 26318;  572
2020-07-03;GO; 27502;  602
2020-07-04;GO; 28526;  621
2020-07-05;GO; 28526;  621
2020-07-06;GO; 30187;  654
2020-07-07;GO; 32001;  726
2020-07-08;GO; 33367;  748
2020-07-09;GO; 34627;  795
2020-07-10;GO; 35706;  835
2020-07-11;GO; 36273;  847
2020-07-12;GO; 36556;  851
2020-07-13;GO; 37333;  880
2020-07-14;GO; 38299;  910
2020-07-15;GO; 39474;  959
2020-07-16;GO; 40544; 1018
2020-07-17;GO; 40718; 1051
2020-07-18;GO; 40768; 1086
2020-07-19;GO; 40782; 1106
2020-07-20;GO; 41433; 1145
2020-07-21;GO; 45254; 1178
2020-07-22;GO; 48682; 1237
2020-07-23;GO; 51423; 1295
2020-07-24;GO; 54154; 1353
2020-07-25;GO; 55567; 1380
2020-07-26;GO; 56250; 1395
2020-07-27;GO; 59043; 1457
2020-03-20;MA;     1;    0
2020-03-21;MA;     2;    0
2020-03-22;MA;     2;    0
2020-03-23;MA;     8;    0
2020-03-24;MA;     8;    0
2020-03-25;MA;     8;    0
2020-03-26;MA;    10;    0
2020-03-27;MA;    13;    0
2020-03-28;MA;    15;    0
2020-03-29;MA;    21;    1
2020-03-30;MA;    30;    1
2020-03-31;MA;    51;    1
2020-04-01;MA;    70;    1
2020-04-02;MA;    80;    1
2020-04-03;MA;    87;    1
2020-04-04;MA;    95;    2
2020-04-05;MA;   132;    2
2020-04-06;MA;   171;    4
2020-04-07;MA;   229;   11
2020-04-08;MA;   272;   12
2020-04-09;MA;   293;   16
2020-04-10;MA;   344;   21
2020-04-11;MA;   398;   24
2020-04-12;MA;   445;   27
2020-04-13;MA;   478;   32
2020-04-14;MA;   630;   34
2020-04-15;MA;   695;   37
2020-04-16;MA;   797;   40
2020-04-17;MA;  1040;   44
2020-04-18;MA;  1205;   48
2020-04-19;MA;  1320;   54
2020-04-20;MA;  1396;   60
2020-04-21;MA;  1604;   66
2020-04-22;MA;  1757;   76
2020-04-23;MA;  1951;   88
2020-04-24;MA;  2105;  100
2020-04-25;MA;  2223;  112
2020-04-26;MA;  2410;  125
2020-04-27;MA;  2528;  145
2020-04-28;MA;  2804;  166
2020-04-29;MA;  3190;  184
2020-04-30;MA;  3506;  204
2020-05-01;MA;  3805;  224
2020-05-02;MA;  4040;  237
2020-05-03;MA;  4227;  249
2020-05-04;MA;  4530;  271
2020-05-05;MA;  5028;  291
2020-05-06;MA;  5389;  305
2020-05-07;MA;  5909;  330
2020-05-08;MA;  6765;  355
2020-05-09;MA;  7599;  379
2020-05-10;MA;  8144;  399
2020-05-11;MA;  8526;  423
2020-05-12;MA;  9112;  444
2020-05-13;MA;  9801;  470
2020-05-14;MA; 10739;  496
2020-05-15;MA; 11592;  524
2020-05-16;MA; 12492;  549
2020-05-17;MA; 13238;  576
2020-05-18;MA; 14198;  604
2020-05-19;MA; 15114;  634
2020-05-20;MA; 16058;  663
2020-05-21;MA; 17212;  693
2020-05-22;MA; 18767;  722
2020-05-23;MA; 21191;  754
2020-05-24;MA; 22786;  784
2020-05-25;MA; 24278;  817
2020-05-26;MA; 26145;  853
2020-05-27;MA; 27979;  887
2020-05-28;MA; 30482;  911
2020-05-29;MA; 32620;  932
2020-05-30;MA; 34639;  955
2020-05-31;MA; 35297;  976
2020-06-01;MA; 36625;  997
2020-06-02;MA; 38174; 1028
2020-06-03;MA; 40629; 1062
2020-06-04;MA; 43313; 1095
2020-06-05;MA; 45470; 1132
2020-06-06;MA; 47593; 1170
2020-06-07;MA; 48537; 1208
2020-06-08;MA; 49371; 1247
2020-06-09;MA; 52069; 1285
2020-06-10;MA; 53508; 1322
2020-06-11;MA; 55680; 1360
2020-06-12;MA; 57605; 1399
2020-06-13;MA; 58859; 1436
2020-06-14;MA; 59850; 1467
2020-06-15;MA; 60592; 1499
2020-06-16;MA; 62711; 1537
2020-06-17;MA; 64735; 1570
2020-06-18;MA; 66091; 1607
2020-06-19;MA; 68500; 1645
2020-06-20;MA; 69673; 1684
2020-06-21;MA; 70059; 1721
2020-06-22;MA; 70689; 1760
2020-06-23;MA; 72021; 1797
2020-06-24;MA; 73314; 1836
2020-06-25;MA; 74925; 1871
2020-06-26;MA; 76698; 1906
2020-06-27;MA; 78115; 1943
2020-06-28;MA; 78512; 1982
2020-06-29;MA; 78969; 2012
2020-06-30;MA; 80451; 2048
2020-07-01;MA; 83256; 2081
2020-07-02;MA; 86025; 2119
2020-07-03;MA; 88214; 2153
2020-07-04;MA; 89057; 2185
2020-07-05;MA; 89714; 2219
2020-07-06;MA; 90251; 2250
2020-07-07;MA; 92088; 2286
2020-07-08;MA; 92939; 2324
2020-07-09;MA; 95323; 2357
2020-07-10;MA; 96718; 2392
2020-07-11;MA; 98398; 2426
2020-07-12;MA; 98952; 2463
2020-07-13;MA; 99830; 2501
2020-07-14;MA;101467; 2536
2020-07-15;MA;102469; 2572
2020-07-16;MA;104126; 2608
2020-07-17;MA;105183; 2640
2020-07-18;MA;106092; 2676
2020-07-19;MA;106325; 2708
2020-07-20;MA;106906; 2740
2020-07-21;MA;108154; 2778
2020-07-22;MA;109731; 2810
2020-07-23;MA;111488; 2840
2020-07-24;MA;112683; 2871
2020-07-25;MA;113563; 2898
2020-07-26;MA;113891; 2923
2020-07-27;MA;114585; 2943
2020-03-08;MG;     1;    0
2020-03-09;MG;     1;    0
2020-03-10;MG;     1;    0
2020-03-11;MG;     1;    0
2020-03-12;MG;     2;    0
2020-03-13;MG;     2;    0
2020-03-14;MG;     4;    0
2020-03-16;MG;     6;    0
2020-03-17;MG;    14;    0
2020-03-18;MG;    19;    0
2020-03-19;MG;    29;    0
2020-03-20;MG;    38;    0
2020-03-21;MG;    55;    0
2020-03-22;MG;    83;    0
2020-03-23;MG;   128;    0
2020-03-24;MG;   130;    0
2020-03-25;MG;   133;    0
2020-03-26;MG;   153;    0
2020-03-27;MG;   189;    0
2020-03-28;MG;   205;    0
2020-03-29;MG;   231;    0
2020-03-30;MG;   261;    1
2020-03-31;MG;   275;    2
2020-04-01;MG;   314;    3
2020-04-02;MG;   370;    4
2020-04-03;MG;   397;    6
2020-04-04;MG;   430;    6
2020-04-05;MG;   498;    6
2020-04-06;MG;   525;    9
2020-04-07;MG;   559;   11
2020-04-08;MG;   614;   14
2020-04-09;MG;   655;   15
2020-04-10;MG;   698;   17
2020-04-11;MG;   750;   17
2020-04-12;MG;   806;   20
2020-04-13;MG;   815;   23
2020-04-14;MG;   884;   27
2020-04-15;MG;   903;   30
2020-04-16;MG;   958;   33
2020-04-17;MG;  1021;   35
2020-04-18;MG;  1077;   39
2020-04-19;MG;  1154;   39
2020-04-20;MG;  1189;   41
2020-04-21;MG;  1230;   44
2020-04-22;MG;  1283;   47
2020-04-23;MG;  1308;   51
2020-04-24;MG;  1419;   54
2020-04-25;MG;  1481;   58
2020-04-26;MG;  1548;   61
2020-04-27;MG;  1586;   62
2020-04-28;MG;  1649;   71
2020-04-29;MG;  1758;   80
2020-04-30;MG;  1827;   82
2020-05-01;MG;  1935;   88
2020-05-02;MG;  2023;   88
2020-05-03;MG;  2118;   89
2020-05-04;MG;  2347;   90
2020-05-05;MG;  2452;   94
2020-05-06;MG;  2605;   97
2020-05-07;MG;  2770;  106
2020-05-08;MG;  2943;  111
2020-05-09;MG;  3123;  118
2020-05-10;MG;  3237;  119
2020-05-11;MG;  3320;  121
2020-05-12;MG;  3435;  127
2020-05-13;MG;  3733;  135
2020-05-14;MG;  3950;  139
2020-05-15;MG;  4196;  146
2020-05-16;MG;  4474;  150
2020-05-17;MG;  4611;  156
2020-05-18;MG;  4695;  161
2020-05-19;MG;  4977;  167
2020-05-20;MG;  5286;  177
2020-05-21;MG;  5596;  191
2020-05-22;MG;  5995;  201
2020-05-23;MG;  6338;  217
2020-05-24;MG;  6668;  226
2020-05-25;MG;  6962;  230
2020-05-26;MG;  7516;  234
2020-05-27;MG;  8011;  240
2020-05-28;MG;  8686;  255
2020-05-29;MG;  9232;  257
2020-05-30;MG;  9630;  263
2020-05-31;MG; 10464;  271
2020-06-01;MG; 10670;  278
2020-06-02;MG; 10939;  289
2020-06-03;MG; 12010;  306
2020-06-04;MG; 13034;  323
2020-06-05;MG; 13995;  344
2020-06-06;MG; 14939;  368
2020-06-07;MG; 15703;  376
2020-06-08;MG; 15883;  380
2020-06-09;MG; 16102;  399
2020-06-10;MG; 17501;  409
2020-06-11;MG; 18448;  431
2020-06-12;MG; 20106;  446
2020-06-13;MG; 20614;  454
2020-06-14;MG; 21381;  475
2020-06-15;MG; 21728;  481
2020-06-16;MG; 22024;  502
2020-06-17;MG; 23347;  537
2020-06-18;MG; 24906;  570
2020-06-19;MG; 26052;  600
2020-06-20;MG; 27305;  636
2020-06-21;MG; 27641;  661
2020-06-22;MG; 28918;  688
2020-06-23;MG; 29897;  720
2020-06-24;MG; 31343;  771
2020-06-25;MG; 32769;  806
2020-06-26;MG; 38891;  833
2020-06-27;MG; 40966;  882
2020-06-28;MG; 42741;  899
2020-06-29;MG; 43864;  940
2020-06-30;MG; 45001;  965
2020-07-01;MG; 47584; 1007
2020-07-02;MG; 50707; 1059
2020-07-03;MG; 53351; 1110
2020-07-04;MG; 55958; 1183
2020-07-05;MG; 58283; 1201
2020-07-06;MG; 59626; 1230
2020-07-07;MG; 60897; 1282
2020-07-08;MG; 64035; 1355
2020-07-09;MG; 66864; 1445
2020-07-10;MG; 70086; 1504
2020-07-11;MG; 73813; 1550
2020-07-12;MG; 75851; 1576
2020-07-13;MG; 76822; 1615
2020-07-14;MG; 78643; 1688
2020-07-15;MG; 82010; 1752
2020-07-16;MG; 84470; 1834
2020-07-17;MG; 87271; 1904
2020-07-18;MG; 90875; 1964
2020-07-19;MG; 92972; 1982
2020-07-20;MG; 94132; 2004
2020-07-21;MG; 95566; 2071
2020-07-22;MG; 98741; 2166
2020-07-23;MG;102568; 2238
2020-07-24;MG;106812; 2315
2020-07-25;MG;110093; 2404
2020-07-26;MG;112571; 2429
2020-07-27;MG;113718; 2461
2020-03-14;MS;     2;    0
2020-03-15;MS;     2;    0
2020-03-16;MS;     4;    0
2020-03-17;MS;     6;    0
2020-03-18;MS;     7;    0
2020-03-19;MS;     9;    0
2020-03-20;MS;    12;    0
2020-03-21;MS;    16;    0
2020-03-22;MS;    21;    0
2020-03-23;MS;    21;    0
2020-03-24;MS;    24;    0
2020-03-25;MS;    24;    0
2020-03-26;MS;    25;    0
2020-03-27;MS;    28;    0
2020-03-28;MS;    31;    0
2020-03-29;MS;    36;    0
2020-03-30;MS;    44;    0
2020-03-31;MS;    48;    1
2020-04-01;MS;    51;    1
2020-04-02;MS;    53;    1
2020-04-03;MS;    60;    1
2020-04-04;MS;    62;    1
2020-04-05;MS;    65;    1
2020-04-06;MS;    66;    1
2020-04-07;MS;    80;    2
2020-04-08;MS;    85;    2
2020-04-09;MS;    89;    2
2020-04-10;MS;    97;    2
2020-04-11;MS;   100;    2
2020-04-12;MS;   101;    2
2020-04-13;MS;   113;    4
2020-04-14;MS;   115;    4
2020-04-15;MS;   121;    4
2020-04-16;MS;   131;    5
2020-04-17;MS;   143;    5
2020-04-18;MS;   161;    5
2020-04-19;MS;   168;    5
2020-04-20;MS;   171;    5
2020-04-21;MS;   173;    6
2020-04-22;MS;   175;    6
2020-04-23;MS;   186;    7
2020-04-24;MS;   213;    7
2020-04-25;MS;   217;    7
2020-04-26;MS;   234;    7
2020-04-27;MS;   238;    9
2020-04-28;MS;   240;    9
2020-04-29;MS;   249;    9
2020-04-30;MS;   255;    9
2020-05-01;MS;   261;    9
2020-05-02;MS;   266;    9
2020-05-03;MS;   272;   10
2020-05-04;MS;   274;   10
2020-05-05;MS;   283;   10
2020-05-06;MS;   288;   10
2020-05-07;MS;   311;   10
2020-05-08;MS;   326;   11
2020-05-09;MS;   346;   11
2020-05-10;MS;   362;   11
2020-05-11;MS;   385;   11
2020-05-12;MS;   405;   12
2020-05-13;MS;   430;   13
2020-05-14;MS;   452;   14
2020-05-15;MS;   479;   14
2020-05-16;MS;   508;   15
2020-05-17;MS;   570;   15
2020-05-18;MS;   613;   16
2020-05-19;MS;   642;   16
2020-05-20;MS;   693;   17
2020-05-21;MS;   746;   17
2020-05-22;MS;   805;   17
2020-05-23;MS;   858;   17
2020-05-24;MS;  1023;   17
2020-05-25;MS;  1100;   17
2020-05-26;MS;  1186;   18
2020-05-27;MS;  1262;   18
2020-05-28;MS;  1356;   18
2020-05-29;MS;  1418;   19
2020-05-30;MS;  1489;   20
2020-05-31;MS;  1568;   20
2020-06-01;MS;  1646;   20
2020-06-02;MS;  1802;   20
2020-06-03;MS;  1925;   20
2020-06-04;MS;  1997;   21
2020-06-05;MS;  2132;   21
2020-06-06;MS;  2253;   21
2020-06-07;MS;  2324;   22
2020-06-08;MS;  2455;   22
2020-06-09;MS;  2597;   24
2020-06-10;MS;  2853;   25
2020-06-11;MS;  3001;   28
2020-06-12;MS;  3235;   28
2020-06-13;MS;  3433;   31
2020-06-14;MS;  3551;   33
2020-06-15;MS;  3785;   36
2020-06-16;MS;  4164;   36
2020-06-17;MS;  4274;   39
2020-06-18;MS;  4666;   40
2020-06-19;MS;  4990;   43
2020-06-20;MS;  5237;   45
2020-06-21;MS;  5391;   47
2020-06-22;MS;  5784;   55
2020-06-23;MS;  6201;   56
2020-06-24;MS;  6523;   61
2020-06-25;MS;  6913;   65
2020-06-26;MS;  7307;   68
2020-06-27;MS;  7527;   72
2020-06-28;MS;  7676;   75
2020-06-29;MS;  7965;   76
2020-06-30;MS;  8676;   85
2020-07-01;MS;  9062;   91
2020-07-02;MS;  9388;  107
2020-07-03;MS;  9910;  114
2020-07-04;MS; 10089;  117
2020-07-05;MS; 10253;  122
2020-07-06;MS; 10687;  128
2020-07-07;MS; 11063;  134
2020-07-08;MS; 11671;  136
2020-07-09;MS; 12261;  146
2020-07-10;MS; 12969;  153
2020-07-11;MS; 13197;  161
2020-07-12;MS; 13461;  167
2020-07-13;MS; 13934;  177
2020-07-14;MS; 14631;  183
2020-07-15;MS; 15330;  191
2020-07-16;MS; 15805;  203
2020-07-17;MS; 16006;  216
2020-07-18;MS; 16403;  222
2020-07-19;MS; 16637;  228
2020-07-20;MS; 17386;  248
2020-07-21;MS; 18889;  257
2020-07-22;MS; 19671;  266
2020-07-23;MS; 20303;  281
2020-07-24;MS; 21015;  292
2020-07-25;MS; 21514;  305
2020-07-26;MS; 21802;  319
2020-03-20;MT;     1;    0
2020-03-22;MT;     2;    0
2020-03-23;MT;     6;    0
2020-03-24;MT;     7;    0
2020-03-25;MT;     9;    0
2020-03-26;MT;    11;    0
2020-03-27;MT;    11;    0
2020-03-30;MT;    18;    0
2020-03-31;MT;    25;    0
2020-04-01;MT;    28;    0
2020-04-02;MT;    41;    0
2020-04-03;MT;    44;    1
2020-04-04;MT;    60;    1
2020-04-05;MT;    60;    1
2020-04-06;MT;    76;    1
2020-04-07;MT;    78;    1
2020-04-08;MT;    90;    1
